player_id,player_name,age,position,team,matches_played,minutes_played,goals,assists,yellow_cards,red_cards,market_value_million_eur,overall_rating,potential,rating_last_season,injury_days_per_season,monthly_salary_k_eur,nationality,tactical_profile,contract_years_remaining,expected_transfer_fee_million_eur,agent_fee_million_eur,xG,xA,market_value_next_season_million_eur,goals_per90,assists_per90,value_efficiency,potential_upside,disciplinary_index
863,Diego Suárez,18,Defender,Arsenal,19,1718,2,2,10,0,47.68,74,81,76,15,458.1,USA,Overlapping Fullback,4,55.52,3.64,2.81,2.32,49.59,0.1047729918509895,0.1047729918509895,0.08389261744966443,7,10
864,Samuel Molina,32,Defender,Benfica,17,1540,6,1,6,0,37.83,63,65,58,13,492.6,Brazil,Central Defender,4,56.39,4.5,5.31,0.88,37.6,0.3506493506493507,0.05844155844155844,0.1850383293682263,2,6
865,Bruno Jović,21,Midfielder,Sporting CP,20,1870,2,3,10,0,52.21,77,78,74,12,912.7,Ghana,Box-to-Box,4,75.9,3.65,2.88,3.17,51.48,0.0962566844919786,0.1443850267379679,0.0957670944263551,1,10
866,Benjamin Silva,31,Forward,Juventus,8,797,2,0,7,0,37.4,66,67,63,10,393.6,Germany,Target Forward,3,47.45,2.41,2.52,0.31,37.03,0.2258469259723965,0.0,0.053475935828877,1,7
867,Jude Hernández,22,Midfielder,Real Madrid,23,2129,1,3,5,0,37.35,66,67,67,31,432.2,Brazil,Advanced Playmaker,2,41.77,3.41,0.9,3.78,35.41,0.04227336777829967,0.126820103334899,0.107095046854083,1,5
868,Benjamin Castro,36,Midfielder,Sporting CP,22,2065,1,3,4,0,36.21,65,73,64,32,622.4,France,Box-to-Box,3,56.19,5.35,0.42,2.27,36.79,0.04358353510895884,0.1307506053268765,0.1104667219000276,8,4
869,Pablo Kovačević,23,Midfielder,Borussia Dortmund,10,901,1,3,9,1,42.63,70,72,66,16,559.6,Ghana,Pressing Midfielder,1,62.35,3.34,1.59,3.78,42.12,0.09988901220865705,0.2996670366259712,0.09383063570255688,2,12
870,Enzo Ramos,19,Forward,Napoli,15,1352,4,0,11,0,56.72,81,83,77,23,1001.2,Portugal,Poacher,3,84.9,5.94,5.64,-0.02,55.25,0.2662721893491125,0.0,0.07052186177715092,2,11
871,Mateo Ibrahim,19,Midfielder,Borussia Dortmund,13,1181,1,1,12,1,36.61,65,70,65,0,394.2,Netherlands,Box-to-Box,4,52.56,3.8,0.45,1.67,38.44,0.07620660457239628,0.07620660457239628,0.05462988254575252,5,15
872,Jude Pérez,30,Forward,Arsenal,22,1997,5,4,10,0,45.87,69,74,64,4,641.8,Croatia,Inside Forward,1,72.84,3.81,2.61,4.83,47.8,0.2253380070105158,0.1802704056084126,0.1962066710268149,5,10
873,Alex Alvarez,19,Midfielder,RB Leipzig,31,2795,3,11,7,0,52.71,73,83,70,14,707.1,Serbia,Pressing Midfielder,2,70.52,4.87,3.65,11.36,56.51,0.09660107334525939,0.3542039355992844,0.2656042496679947,10,7
874,João Moreno,30,Midfielder,Atalanta,26,2343,3,3,3,0,45.4,72,75,68,40,479.3,Serbia,Box-to-Box,2,50.67,4.54,3.8,2.75,43.13,0.1152368758002561,0.1152368758002561,0.13215859030837,3,3
875,Mateo Ramos,28,Defender,Benfica,27,2469,2,1,5,0,49.38,76,82,71,19,728.1,Ghana,Overlapping Fullback,1,55.05,4.06,2.61,1.41,50.47,0.07290400972053462,0.03645200486026731,0.06075334143377886,6,5
876,Samuel Martínez,20,Defender,Manchester City,16,1462,1,2,8,0,45.86,73,77,69,11,789.3,Nigeria,Central Defender,2,53.47,3.88,0.22,1.5,46.69,0.06155950752393981,0.1231190150478796,0.06541648495420846,4,8
877,Nico López,18,Goalkeeper,RB Leipzig,29,2637,3,7,4,0,62.03,82,85,78,12,837.4,Serbia,Sweeper Keeper,3,79.15,3.58,1.17,6.26,62.4,0.1023890784982935,0.2389078498293515,0.1612123166209898,3,4
878,Mateo Zieliński,19,Midfielder,PSG,27,2481,0,3,6,0,45.83,74,81,69,32,713.5,Nigeria,Deep-Lying Playmaker,1,56.97,5.4,1.02,1.36,46.1,0.0,0.1088270858524788,0.065459306131355,7,6
879,Mohamed González,19,Midfielder,Arsenal,18,1668,3,1,12,0,61.8,84,87,85,0,731.3,Portugal,Advanced Playmaker,5,88.16,8.66,2.46,1.24,63.65,0.1618705035971223,0.0539568345323741,0.06472491909385114,3,12
880,Rafael Ibrahim,19,Midfielder,Real Madrid,6,629,1,3,9,0,46.11,73,80,75,18,518.7,Serbia,Box-to-Box,5,56.48,3.95,0.68,3.19,47.68,0.1430842607313196,0.4292527821939587,0.08674907829104316,7,9
881,Rafael Zieliński,36,Defender,Inter Milan,33,2979,1,0,6,0,46.08,74,78,74,7,579.6,Croatia,Central Defender,3,67.35,3.15,0.91,-0.43,47.28,0.03021148036253776,0.0,0.02170138888888889,4,6
882,Mateo Suárez,20,Forward,Napoli,4,426,0,0,3,0,43.0,72,80,71,4,638.0,Brazil,Target Forward,2,56.84,2.67,0.61,-0.07,46.1,0.0,0.0,0.0,8,3
883,Mohamed López,20,Forward,Manchester City,6,586,3,1,0,0,64.08,86,93,80,11,1150.6,Spain,Inverted Winger,4,98.11,3.43,2.73,0.52,67.16,0.4607508532423208,0.1535836177474403,0.06242197253433208,7,0
884,Karim Flores,18,Defender,Manchester City,6,544,1,0,4,0,54.72,81,82,78,15,656.3,Brazil,Central Defender,3,85.57,6.34,0.6,0.62,53.63,0.1654411764705882,0.0,0.01827485380116959,1,4
885,Ousmane Vargas,29,Defender,Inter Milan,29,2674,4,1,12,0,44.46,71,74,68,27,539.3,Netherlands,Ball-Playing Defender,3,56.46,5.3,5.23,1.39,43.39,0.1346297681376215,0.03365744203440538,0.1124606387764282,3,12
886,Alex Novak,20,Midfielder,Sporting CP,6,603,1,0,7,0,31.42,63,71,62,49,489.2,Netherlands,Deep-Lying Playmaker,5,39.94,3.13,0.49,0.57,30.85,0.1492537313432836,0.0,0.03182686187141948,8,7
887,Enzo Diallo,19,Forward,PSG,9,873,2,0,2,0,48.56,77,78,76,49,815.9,Belgium,Inverted Winger,4,67.1,5.37,3.3,0.09,44.29,0.2061855670103093,0.0,0.04118616144975288,1,2
888,Jude Silva,25,Midfielder,Inter Milan,10,932,0,2,11,0,44.21,73,76,73,28,622.2,Belgium,Advanced Playmaker,5,67.62,3.25,1.34,2.06,43.06,0.0,0.1931330472103004,0.04523863379325944,3,11
889,Pablo Rodríguez,29,Forward,Napoli,19,1791,5,3,11,0,37.02,63,72,59,37,472.7,Croatia,Target Forward,4,57.38,5.63,6.23,1.75,37.61,0.2512562814070352,0.1507537688442211,0.2160994057266342,9,11
890,João Alvarez,22,Defender,AC Milan,25,2287,4,4,10,0,37.98,64,73,59,35,370.5,Belgium,Central Defender,2,58.81,1.82,2.92,5.28,38.74,0.1574114560559685,0.1574114560559685,0.210637177461822,9,10
891,Luka Jović,21,Forward,Napoli,31,2792,7,7,12,0,52.71,73,75,72,30,609.6,Portugal,Inside Forward,3,70.09,6.58,5.05,6.05,50.6,0.2256446991404011,0.2256446991404011,0.2656042496679947,2,12
892,David Molina,18,Midfielder,Real Madrid,21,1932,3,7,10,0,54.28,76,82,70,9,470.7,France,Pressing Midfielder,5,74.72,5.04,1.6,6.46,56.56,0.1397515527950311,0.3260869565217391,0.1842299189388357,6,10
893,Nico López,18,Midfielder,Juventus,14,1302,4,1,4,0,37.93,64,67,63,0,390.0,England,Advanced Playmaker,1,55.33,2.35,2.55,1.06,39.07,0.2764976958525346,0.06912442396313365,0.1318217769575534,3,4
894,Pedro Molina,25,Defender,Barcelona,9,842,2,1,8,0,40.73,68,72,67,0,425.2,Croatia,Ball-Playing Defender,2,60.31,3.82,1.85,0.6,42.36,0.2137767220902613,0.1068883610451306,0.07365578197888535,4,8
895,Luka Ortega,26,Midfielder,Ajax,23,2110,2,2,1,0,48.38,75,77,69,26,672.2,Brazil,Pressing Midfielder,2,67.69,3.45,1.84,2.82,46.83,0.08530805687203792,0.08530805687203792,0.0826787928896238,2,1
896,Mateo Alvarez,36,Midfielder,Napoli,32,2900,4,2,9,0,34.4,60,61,58,0,534.8,USA,Deep-Lying Playmaker,3,48.18,3.11,1.34,1.56,34.74,0.1241379310344828,0.06206896551724138,0.1744186046511628,1,9
897,Mateo Vargas,21,Forward,Arsenal,27,2479,2,3,3,0,41.68,68,77,62,5,462.1,Croatia,Inverted Winger,4,55.02,5.41,2.16,4.43,45.01,0.07260992335619201,0.108914885034288,0.1199616122840691,9,3
898,Thiago Jović,27,Forward,PSG,6,568,3,1,12,0,41.22,69,74,70,29,711.2,Italy,Poacher,2,54.48,4.07,3.22,1.73,40.89,0.4753521126760564,0.1584507042253521,0.09704027171276079,5,12
899,Andrés Ibrahim,30,Forward,Bayern Munich,26,2355,7,3,4,0,32.82,57,66,52,33,296.3,Croatia,Inside Forward,2,41.03,2.98,7.85,3.07,33.61,0.267515923566879,0.1146496815286624,0.3046922608165752,9,4
900,Ousmane Flores,21,Defender,Juventus,11,1003,0,2,2,0,41.73,70,73,67,6,733.1,Portugal,Attacking Fullback,4,66.37,5.03,0.44,2.26,42.48,0.0,0.1794616151545364,0.04792715073088905,3,2
901,Andrés Ramírez,21,Defender,Ajax,17,1543,0,1,5,0,47.13,76,82,73,32,767.9,Spain,Overlapping Fullback,1,59.27,3.06,1.08,1.21,46.94,0.0,0.05832793259883344,0.02121790791427965,6,5
902,Sergio López,20,Goalkeeper,Borussia Dortmund,19,1748,3,6,10,0,47.4,72,80,70,36,388.4,Serbia,Sweeper Keeper,3,68.83,3.07,3.06,6.25,47.78,0.1544622425629291,0.3089244851258581,0.189873417721519,8,10
903,João Pérez,28,Midfielder,PSG,20,1866,2,6,5,0,55.56,79,83,78,33,787.6,Croatia,Pressing Midfielder,5,73.34,3.61,2.62,6.29,54.12,0.09646302250803858,0.2893890675241158,0.1439884809215263,4,5
904,Pedro Fernandes,18,Midfielder,RB Leipzig,5,488,0,0,12,0,53.62,81,89,80,21,579.2,Netherlands,Deep-Lying Playmaker,4,75.25,4.23,0.14,-0.04,55.66,0.0,0.0,0.0,8,12
905,Samuel Rodríguez,30,Defender,Borussia Dortmund,8,754,0,2,7,0,58.41,83,85,80,4,1038.1,Italy,Ball-Playing Defender,4,85.64,7.51,0.08,3.1,59.11,0.0,0.2387267904509284,0.03424071220681391,2,7
906,Antoine Petrović,24,Forward,Real Madrid,29,2645,8,2,8,0,49.65,72,77,66,23,660.9,Croatia,Target Forward,4,61.85,1.95,8.57,-0.21,49.85,0.2722117202268431,0.06805293005671077,0.2014098690835851,5,8
907,Gavi López,28,Defender,Arsenal,13,1179,1,0,2,0,35.1,66,70,61,40,407.9,Argentina,Ball-Playing Defender,4,42.1,4.13,1.01,-0.21,33.7,0.07633587786259542,0.0,0.02849002849002849,4,2
908,Mohamed Fernandes,26,Midfielder,Napoli,25,2292,2,4,12,0,51.78,76,85,78,7,887.0,Croatia,Pressing Midfielder,3,70.22,2.19,2.18,3.98,55.72,0.07853403141361257,0.1570680628272251,0.115874855156431,9,12
909,Ousmane Castro,21,Midfielder,Real Madrid,32,2898,2,6,1,0,42.21,67,77,68,8,748.9,Morocco,Advanced Playmaker,1,62.91,4.23,1.83,6.42,45.76,0.06211180124223602,0.1863354037267081,0.189528547737503,10,1
910,Bruno Petrović,19,Defender,Ajax,22,2065,1,2,4,0,49.23,76,79,73,18,429.8,Spain,Overlapping Fullback,5,70.1,3.77,0.28,1.25,48.93,0.04358353510895884,0.08716707021791768,0.06093845216331505,3,4
911,Diego Petrović,18,Forward,RB Leipzig,31,2854,12,3,6,0,62.91,79,83,76,10,772.0,Morocco,Inside Forward,5,77.34,3.53,7.6,2.78,64.17,0.378416257883672,0.094604064470918,0.2384358607534573,4,6
912,Samuel Fernandes,29,Defender,Bayern Munich,29,2662,3,1,2,0,44.86,71,74,70,3,497.3,Serbia,Ball-Playing Defender,3,51.61,3.48,4.0,1.57,45.94,0.101427498121713,0.033809166040571,0.08916629514043692,3,2
913,Martin Petrović,22,Defender,Benfica,13,1242,1,0,10,0,54.13,80,85,80,0,662.7,Spain,Central Defender,4,66.88,6.39,1.09,-0.27,56.84,0.07246376811594203,0.0,0.01847404396822464,5,10
914,Antoine Ramírez,19,Forward,Manchester City,20,1836,6,6,0,0,41.48,63,67,59,0,352.3,England,Inside Forward,5,54.72,2.4,4.28,8.56,43.14,0.2941176470588235,0.2941176470588235,0.2892960462873674,4,0
915,Alex Flores,18,Defender,Inter Milan,26,2415,2,0,1,0,41.38,70,74,71,21,720.3,Italy,Ball-Playing Defender,5,60.84,3.35,0.78,-0.32,41.3,0.07453416149068323,0.0,0.04833252779120348,4,1
916,Samuel Martínez,27,Midfielder,Benfica,14,1345,0,0,8,0,39.67,69,77,71,0,320.2,Serbia,Deep-Lying Playmaker,1,59.57,3.46,-0.88,0.01,42.84,0.0,0.0,0.0,8,8
917,David Moreno,25,Midfielder,RB Leipzig,33,2970,3,7,4,0,49.4,72,74,68,8,827.9,France,Advanced Playmaker,2,54.73,5.34,4.3,6.12,49.6,0.09090909090909091,0.2121212121212121,0.2024291497975708,2,4
918,Samuel Kovačević,23,Forward,Borussia Dortmund,3,337,0,1,2,0,42.06,71,74,66,11,657.1,Serbia,Inverted Winger,2,47.55,4.1,0.47,1.41,42.4,0.0,0.2670623145400594,0.02377555872563005,3,2
919,Rafael González,18,Midfielder,Borussia Dortmund,11,1015,1,0,8,1,46.43,74,77,71,0,779.6,Nigeria,Deep-Lying Playmaker,3,53.61,2.22,0.19,0.28,47.82,0.08866995073891625,0.0,0.02153779883695886,3,11
920,Marco Molina,22,Midfielder,Porto,4,416,0,0,12,0,35.75,66,67,61,11,298.2,Germany,Advanced Playmaker,1,54.91,5.16,-0.19,0.2,35.32,0.0,0.0,0.0,1,12
921,Thiago Suárez,27,Forward,Bayern Munich,13,1212,3,2,1,0,44.11,71,73,72,30,780.2,Spain,Target Forward,4,58.76,3.47,2.49,0.65,42.35,0.2227722772277228,0.1485148514851485,0.1133529811834051,2,1
922,Rafael Kovačević,22,Midfielder,Inter Milan,15,1352,1,1,2,0,43.41,71,80,68,0,762.7,Argentina,Advanced Playmaker,5,62.26,2.29,1.6,-0.83,47.32,0.06656804733727811,0.06656804733727811,0.04607233356369501,9,2
923,Gavi Hernández,35,Forward,Borussia Dortmund,9,884,4,3,3,0,42.88,68,70,64,13,464.1,Croatia,Inverted Winger,5,60.35,2.87,5.9,1.95,42.62,0.4072398190045249,0.3054298642533936,0.1632462686567164,2,3
924,Samuel Fernandes,21,Midfielder,Porto,29,2664,1,5,4,0,51.93,76,79,73,0,634.6,France,Advanced Playmaker,2,74.29,5.24,1.21,4.01,53.49,0.03378378378378378,0.1689189189189189,0.1155401502021953,3,4
925,Samuel Torres,29,Forward,Inter Milan,32,2899,8,6,0,0,43.08,63,67,63,0,515.6,Nigeria,Inverted Winger,2,47.64,3.03,7.09,8.15,44.8,0.2483615039668851,0.1862711279751639,0.3249767873723305,4,0
926,Gavi Alvarez,25,Midfielder,Atalanta,15,1376,0,4,8,0,48.02,75,80,69,25,827.8,Morocco,Box-to-Box,3,60.92,5.63,0.07,5.01,48.02,0.0,0.2616279069767442,0.08329862557267805,5,8
927,Karim Jović,18,Defender,Manchester City,15,1376,2,0,1,0,45.26,73,80,75,15,798.7,Brazil,Attacking Fullback,2,52.64,2.42,0.15,0.42,47.07,0.1308139534883721,0.0,0.04418912947414936,7,1
928,Bruno González,25,Defender,Bayern Munich,17,1557,1,0,7,0,47.12,75,77,69,11,463.0,Portugal,Ball-Playing Defender,2,71.15,6.55,1.29,0.64,47.03,0.05780346820809248,0.0,0.02122241086587437,2,7
929,Jude Diallo,30,Defender,Napoli,19,1749,1,1,8,0,34.28,64,67,58,25,454.2,Germany,Attacking Fullback,2,51.42,2.85,0.63,1.7,33.59,0.05145797598627787,0.05145797598627787,0.05834305717619603,3,8
930,Nico Flores,19,Forward,Inter Milan,10,978,4,1,10,0,38.9,66,76,65,24,639.2,Netherlands,Poacher,4,57.4,2.33,4.28,0.15,40.92,0.3680981595092024,0.09202453987730061,0.1285347043701799,10,10
931,Gavi Diallo,20,Forward,Borussia Dortmund,27,2437,8,3,6,0,52.33,74,82,71,30,489.9,Italy,Poacher,1,82.11,2.47,9.5,2.92,53.38,0.2954452195322117,0.1107919573245794,0.2102044716223963,8,6
932,Andrés González,29,Defender,AC Milan,9,874,0,1,2,0,42.8,72,75,71,20,509.8,Serbia,Ball-Playing Defender,2,50.49,3.0,-0.21,1.01,42.37,0.0,0.102974828375286,0.02336448598130841,3,2
933,Alex Silva,20,Goalkeeper,Manchester City,15,1431,0,2,2,0,52.81,79,81,79,8,531.2,Belgium,Sweeper Keeper,5,61.85,3.05,-0.82,1.7,53.02,0.0,0.1257861635220126,0.03787161522438932,2,2
934,Antoine Zieliński,23,Midfielder,RB Leipzig,33,3005,4,4,7,0,41.41,67,69,61,32,638.9,Netherlands,Box-to-Box,4,54.96,1.92,4.12,6.07,39.59,0.1198003327787022,0.1198003327787022,0.1931900507123883,2,7
935,Antoine Santos,21,Defender,AC Milan,14,1346,1,1,1,0,40.08,70,77,70,43,671.8,Brazil,Ball-Playing Defender,5,57.94,4.96,0.87,0.41,39.44,0.06686478454680535,0.06686478454680535,0.0499001996007984,7,1
936,Gavi Jović,26,Goalkeeper,Juventus,19,1785,0,4,3,0,32.41,61,69,57,20,395.9,Netherlands,Shot Stopper,4,45.99,4.16,-0.33,2.38,33.71,0.0,0.2016806722689076,0.1234186979327368,8,3
937,Diego López,21,Midfielder,Manchester City,14,1329,0,1,5,0,50.25,78,80,73,21,524.0,USA,Pressing Midfielder,5,67.71,4.83,0.18,0.18,49.14,0.0,0.06772009029345372,0.01990049751243781,2,5
938,Daniel Ortega,19,Midfielder,Ajax,33,3034,0,8,6,0,48.46,73,75,74,15,666.6,Nigeria,Box-to-Box,3,56.15,4.69,0.56,10.16,47.98,0.0,0.2373104812129203,0.1650846058605035,2,6
939,Antoine Flores,24,Midfielder,Arsenal,23,2103,3,6,7,0,44.03,68,77,70,10,766.2,Italy,Advanced Playmaker,1,66.33,4.91,3.95,5.37,47.11,0.1283880171184023,0.2567760342368046,0.2044060867590279,9,7
940,Benjamin Ibrahim,18,Midfielder,Benfica,18,1647,2,3,1,0,44.01,71,78,73,28,672.9,Serbia,Advanced Playmaker,3,67.1,3.2,1.19,3.49,44.63,0.1092896174863388,0.1639344262295082,0.1136105430583958,7,1
941,Alex Kovačević,23,Midfielder,Porto,5,495,1,1,5,0,54.48,80,85,80,5,549.9,Serbia,Advanced Playmaker,4,80.92,5.53,0.28,1.3,56.66,0.1818181818181818,0.1818181818181818,0.03671071953010279,5,5
942,Pablo Ramírez,18,Defender,RB Leipzig,18,1667,1,2,5,0,58.03,82,86,79,0,945.1,USA,Central Defender,4,66.77,5.38,1.48,2.04,60.35,0.05398920215956809,0.1079784043191362,0.05169739789763915,4,5
943,Pedro González,18,Forward,Borussia Dortmund,35,3197,5,6,7,0,53.28,75,83,72,24,828.4,Belgium,Inside Forward,4,84.16,4.43,5.95,6.37,54.98,0.1407569596496716,0.1689083515796059,0.2064564564564564,8,7
944,Daniel Ramírez,22,Midfielder,Bayern Munich,6,611,0,0,3,0,41.26,71,81,67,15,681.7,Nigeria,Box-to-Box,3,48.39,2.6,-0.47,-0.6,44.15,0.0,0.0,0.0,10,3
945,Luka Vargas,19,Midfielder,AC Milan,7,636,1,3,5,2,46.01,73,81,75,20,481.2,Portugal,Advanced Playmaker,2,54.18,5.39,1.01,1.78,47.85,0.1415094339622641,0.4245283018867925,0.0869376222560313,8,11
946,Thiago Molina,25,Midfielder,Inter Milan,13,1184,0,1,2,0,46.62,75,79,77,17,772.7,Ghana,Advanced Playmaker,5,62.55,3.8,-0.35,0.58,46.9,0.0,0.07601351351351351,0.02145002145002145,4,2
947,Gavi Flores,19,Midfielder,Benfica,31,2869,4,1,9,0,48.58,74,81,72,17,732.0,Serbia,Advanced Playmaker,3,77.29,6.67,4.74,2.05,50.33,0.1254792610665737,0.03136981526664343,0.1029230135858378,7,9
948,Bruno Diallo,23,Midfielder,Atalanta,6,615,0,0,11,0,58.05,84,88,78,15,800.5,Croatia,Box-to-Box,5,66.66,6.28,0.18,-0.07,58.63,0.0,0.0,0.0,4,11
949,Nico Suárez,28,Forward,Atalanta,19,1726,6,2,11,0,37.28,63,72,62,36,471.7,Ghana,Poacher,2,51.71,1.74,3.99,1.2,37.95,0.3128621089223639,0.104287369640788,0.2145922746781116,9,11
950,João Kovačević,30,Forward,Juventus,23,2136,7,5,8,0,46.18,68,74,63,19,770.1,Netherlands,Poacher,5,54.21,4.21,5.52,4.69,47.2,0.2949438202247191,0.2106741573033708,0.259852750108272,6,8
951,Enzo Alvarez,24,Midfielder,AC Milan,35,3184,3,6,12,1,40.61,65,72,64,12,593.6,Ghana,Advanced Playmaker,5,50.96,4.02,1.93,5.23,42.48,0.08479899497487436,0.1695979899497487,0.2216202905688254,7,15
952,João Ramos,21,Goalkeeper,Real Madrid,30,2703,1,6,5,0,36.88,64,74,66,33,557.7,Ghana,Sweeper Keeper,2,47.18,1.81,1.37,5.22,38.13,0.03329633740288568,0.1997780244173141,0.1898047722342733,10,5
953,Alex García,25,Forward,Manchester City,30,2763,7,3,12,0,52.28,74,77,74,15,433.7,Nigeria,Inverted Winger,4,81.79,6.63,9.17,3.92,52.28,0.2280130293159609,0.09771986970684039,0.1912777352716144,3,12
954,Gavi Vargas,27,Midfielder,Real Madrid,24,2243,2,2,2,0,40.83,68,71,69,10,453.7,Germany,Deep-Lying Playmaker,4,48.53,2.92,1.2,1.48,41.24,0.08024966562639323,0.08024966562639323,0.0979671809943669,3,2
955,Nico Fernandes,21,Forward,Barcelona,19,1738,5,3,10,0,46.33,70,76,65,6,719.0,Serbia,Poacher,2,63.1,1.98,5.66,2.15,48.55,0.2589182968929805,0.1553509781357883,0.1726742931146126,6,10
956,Samuel García,20,Forward,PSG,27,2467,3,8,0,0,52.83,76,83,74,50,437.2,Italy,Inverted Winger,2,82.02,5.7,4.76,10.25,51.25,0.1094446696392379,0.2918524523713012,0.2082150293393905,7,0
957,Antoine Hernández,21,Midfielder,Napoli,19,1714,0,2,1,0,54.53,80,83,77,0,749.2,Argentina,Pressing Midfielder,1,84.29,6.7,-0.42,2.03,56.17,0.0,0.1050175029171529,0.03667705849990831,3,1
958,Mateo Hakimi,26,Midfielder,Manchester City,27,2501,1,5,12,1,28.73,56,61,54,24,260.8,USA,Advanced Playmaker,5,41.41,2.95,1.52,3.7,28.79,0.03598560575769692,0.1799280287884846,0.2088409328228333,5,15
959,João Alvarez,23,Forward,AC Milan,31,2811,14,4,5,1,63.01,77,86,73,0,998.1,Serbia,Inside Forward,2,99.05,7.61,17.34,5.12,68.68,0.448239060832444,0.128068303094984,0.285668941437867,9,8
960,Benjamin Zieliński,20,Goalkeeper,Manchester City,25,2310,1,8,3,0,44.48,70,71,67,39,381.9,England,Shot Stopper,5,70.78,4.5,1.23,2.66,41.46,0.03896103896103896,0.3116883116883117,0.2023381294964029,1,3
961,Enzo Moreno,24,Midfielder,Ajax,35,3176,0,3,8,0,39.03,68,77,67,26,422.5,Nigeria,Pressing Midfielder,4,45.58,3.8,0.82,3.24,40.51,0.0,0.08501259445843828,0.07686395080707148,9,8
962,Antoine Santos,25,Forward,Barcelona,4,397,0,2,7,0,50.61,77,86,72,0,713.4,France,Inside Forward,1,63.41,6.31,0.52,3.46,55.16,0.0,0.4534005037783375,0.03951788184153329,9,7
963,Marco Santos,22,Forward,Porto,30,2706,11,1,11,1,46.16,67,76,67,13,665.1,Italy,Target Forward,5,67.84,4.57,9.02,0.12,49.11,0.3658536585365854,0.03325942350332594,0.2599653379549394,9,14
964,Martin Martínez,24,Forward,Sporting CP,34,3102,9,8,6,0,45.7,66,75,66,52,598.1,Germany,Inside Forward,3,65.83,2.18,11.06,12.7,45.06,0.2611218568665377,0.2321083172147002,0.3719912472647702,9,6
965,Pedro Zieliński,18,Forward,Borussia Dortmund,12,1133,3,3,7,0,57.93,82,92,84,46,489.6,Spain,Inside Forward,3,74.77,6.96,2.7,1.43,58.39,0.2383053839364519,0.2383053839364519,0.1035732780942517,10,7
966,Gavi Hakimi,23,Goalkeeper,Ajax,21,1897,2,4,3,0,35.01,61,68,63,0,334.7,Belgium,Sweeper Keeper,3,48.99,3.6,0.7,5.62,37.46,0.0948866631523458,0.1897733263046916,0.1713796058269066,7,3
967,Gavi Ramos,20,Midfielder,Arsenal,3,341,0,0,6,0,45.53,74,81,72,2,747.9,Nigeria,Box-to-Box,4,54.4,4.6,-0.24,-0.15,48.53,0.0,0.0,0.0,7,6
968,Thiago Alvarez,19,Forward,PSG,34,3124,4,5,3,0,49.66,73,75,74,19,476.2,Netherlands,Inverted Winger,3,74.27,2.57,3.52,4.22,48.77,0.1152368758002561,0.1440460947503201,0.1812323801852598,2,3
969,Thiago Bennacer,19,Midfielder,Atalanta,16,1466,2,2,9,0,41.33,68,70,64,0,670.7,Italy,Advanced Playmaker,5,63.73,6.15,3.04,3.04,42.16,0.1227830832196453,0.1227830832196453,0.09678199854827002,2,9
970,Ousmane García,34,Goalkeeper,AC Milan,24,2220,2,4,7,0,44.78,70,74,72,1,731.3,Ghana,Shot Stopper,4,53.39,4.45,1.7,3.83,46.48,0.08108108108108107,0.1621621621621621,0.1339883876730683,4,7
971,Luka Rodríguez,32,Defender,RB Leipzig,23,2110,2,0,9,0,27.98,57,66,56,14,438.9,Netherlands,Central Defender,3,40.92,1.35,1.78,0.39,29.71,0.08530805687203792,0.0,0.07147962830593281,9,9
972,Alex Ibrahim,19,Midfielder,Sporting CP,32,2938,2,6,0,0,52.03,76,79,74,26,679.3,Spain,Pressing Midfielder,1,63.09,4.66,2.09,10.26,50.89,0.06126616746085772,0.1837985023825732,0.1537574476263694,3,0
973,João Flores,23,Defender,Napoli,30,2764,5,3,8,0,35.73,62,65,62,42,481.3,Spain,Central Defender,3,44.98,1.7,5.53,4.79,33.8,0.162807525325615,0.09768451519536903,0.2239014833473272,3,8
974,Andrés Martínez,29,Midfielder,AC Milan,9,887,0,0,1,0,45.63,74,75,70,0,366.6,France,Box-to-Box,1,51.53,2.94,-0.17,-0.5,46.09,0.0,0.0,0.0,1,1
975,Nico López,23,Midfielder,Benfica,25,2251,2,2,9,0,48.28,74,79,70,3,603.3,Morocco,Pressing Midfielder,2,71.17,5.54,2.25,1.89,50.4,0.07996446023989337,0.07996446023989337,0.08285004142502071,5,9
976,Luka Flores,29,Midfielder,Borussia Dortmund,19,1775,0,1,3,0,39.02,69,72,65,25,702.0,Argentina,Box-to-Box,4,60.13,3.35,-0.78,1.45,38.24,0.0,0.05070422535211268,0.02562788313685289,3,3
977,Karim Kovačević,24,Midfielder,Sporting CP,27,2517,3,3,3,1,45.66,71,74,68,11,460.3,Morocco,Pressing Midfielder,4,59.49,5.46,4.25,3.98,46.03,0.1072705601907032,0.1072705601907032,0.1314060446780552,3,6
978,Samuel Kovačević,21,Midfielder,Benfica,18,1635,1,4,10,0,39.5,66,75,65,0,413.2,Morocco,Pressing Midfielder,3,57.52,4.01,-0.36,4.18,43.06,0.05504587155963302,0.2201834862385321,0.1265822784810127,9,10
979,Antoine Bennacer,27,Midfielder,Ajax,13,1174,2,1,6,0,42.48,70,72,64,11,616.9,France,Advanced Playmaker,2,53.11,4.69,0.21,1.41,42.4,0.1533219761499148,0.07666098807495741,0.07062146892655367,2,6
980,Victor Ortega,19,Midfielder,PSG,10,941,3,1,10,0,44.21,71,80,67,16,433.4,Netherlands,Advanced Playmaker,4,58.42,4.59,1.77,1.73,46.77,0.2869287991498406,0.09564293304994687,0.09047726758651889,9,10
